Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,Genre_Group
The Polar Express,181320597,305420597,NA,170000000,Nov 10 2004,G,99,Warner Bros.,Based on Book/Short Story,Adventure,Kids Fiction,Robert Zemeckis,56,6.7,28550,Adventure
Along Came Polly,88073507,170360435,NA,42000000,Jan 16 2004,PG-13,90,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,26,5.8,38276,Romantic Comedy
Gake no ue no Ponyo,15090399,199090399,12626319,34000000,Aug 14 2009,G,NA,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,NA,NA,7.8,13821,Adventure
Pootie Tang,3293258,3293258,NA,3500000,Jun 29 2001,PG-13,NA,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,27,4.5,6183,Comedy
Poseidon,60674817,181674817,19732418,160000000,May 12 2006,PG-13,NA,Warner Bros.,Remake,Adventure,Contemporary Fiction,Wolfgang Petersen,33,5.6,35930,Adventure
Possession,10103647,14805812,NA,25000000,Aug 16 2002,PG-13,NA,Focus Features,Based on Book/Short Story,Drama,Contemporary Fiction,Neil LaBute,64,6.4,6789,Drama
Peter Pan: Return to Neverland,48430258,109862682,NA,20000000,Feb 15 2002,G,72,Walt Disney Pictures,Based on Play,Adventure,Kids Fiction,NA,46,NA,NA,Adventure
Practical Magic,46850558,68336997,NA,60000000,Oct 16 1998,PG-13,105,Warner Bros.,Based on Book/Short Story,Comedy,Fantasy,Griffin Dunne,21,5.5,20196,Comedy
The Devil Wears Prada,124740460,326551094,95856827,35000000,Jun 30 2006,PG-13,NA,20th Century Fox,Based on Book/Short Story,Comedy,Contemporary Fiction,David Frankel,75,6.8,66627,Comedy
The Boat That Rocked,8017467,37472651,1374953,50000000,Nov 13 2009,R,134,Focus Features,Original Screenplay,Comedy,Historical Fiction,NA,NA,7.5,25415,Comedy
Paparazzi,15712072,16612072,NA,20000000,Sep 03 2004,PG-13,NA,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,18,5.7,9058,Thriller/Suspense
Primary Colors,39017984,39017984,NA,65000000,Mar 20 1998,R,143,Universal,Based on Book/Short Story,Comedy,Dramatization,Mike Nichols,80,6.7,15340,Comedy
Precious (Based on the Novel Push by Sapphire),47566524,63471431,20130576,10000000,Nov 06 2009,R,109,Lionsgate,Based on Book/Short Story,Drama,Historical Fiction,Lee Daniels,NA,7.5,24504,Drama
Pride and Glory,15740721,43440721,11495577,30000000,Oct 24 2008,R,129,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,NA,34,6.7,24596,Drama
Pride and Prejudice,38372662,120918508,53281347,28000000,Nov 11 2005,PG,NA,Focus Features,Based on Book/Short Story,Drama,Historical Fiction,Joe Wright,85,5.5,1230,Drama
The Road to Perdition,104054514,181054514,NA,80000000,Jul 12 2002,R,117,Dreamworks SKG,Based on Comic/Graphic Novel,Drama,Historical Fiction,Sam Mendes,NA,NA,NA,Drama
Predators,51920690,124549380,NA,40000000,Jul 09 2010,R,109,20th Century Fox,Original Screenplay,Action,NA,NA,63,6.9,22257,Action
Prefontaine,590817,590817,NA,8000000,Jan 24 1997,PG-13,NA,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,NA,62,6.2,2580,Drama
Perfume: The Story of a Murderer,2223293,132180323,7529604,63700000,Dec 27 2006,R,147,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Tom Tykwer,58,7.5,51704,Drama
The Prince & Me,28165882,29356757,NA,30000000,Apr 02 2004,PG,111,Paramount Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Martha Coolidge,NA,5.6,9547,Romantic Comedy
The Perfect Man,16535005,19535005,NA,10000000,Jun 17 2005,PG,NA,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,5,5.1,7278,Romantic Comedy
The Pursuit of Happyness,162586036,306086036,90857430,55000000,Dec 15 2006,PG-13,116,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Gabriele Muccino,66,7.8,77939,Drama
Primer,424760,565846,NA,7000,Oct 08 2004,PG-13,80,ThinkFilm,Original Screenplay,Drama,Science Fiction,NA,NA,6.9,17454,Drama
Pearl Harbor,198539855,449239855,NA,151500000,May 25 2001,PG-13,183,Walt Disney Pictures,Based on Real Life Events,Action,Dramatization,Michael Bay,26,5.4,96186,Action
Premonition,47852604,81461343,33241945,20000000,Mar 16 2007,PG-13,97,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,8,NA,NA,Thriller/Suspense
The Prince of Egypt,101413188,218600000,NA,60000000,Dec 18 1998,PG,97,Dreamworks SKG,Based on Book/Short Story,Adventure,Dramatization,Steve Hickner,79,6.8,24569,Adventure
The Producers: The Movie Musical,19398532,32952995,5338452,45000000,Dec 16 2005,PG-13,NA,Universal,Remake,Musical,Historical Fiction,NA,NA,NA,NA,Musical
Prom Night,43869350,57109687,8497205,18000000,Apr 11 2008,PG-13,85,Sony/Screen Gems,Remake,Horror,Contemporary Fiction,NA,8,5.1,4263,Horror
Proof,7535331,8284331,9239421,20000000,Sep 16 2005,PG-13,NA,Miramax,Based on Play,Drama,Contemporary Fiction,John Madden,64,6.9,18622,Drama
Panic Room,95308367,196308367,NA,48000000,Mar 29 2002,R,112,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David Fincher,76,6.9,68737,Thriller/Suspense
The Proposal,163958031,317358031,83691948,40000000,Jun 19 2009,PG-13,107,Walt Disney Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Anne Fletcher,43,5.4,397,Romantic Comedy
Prince of Persia: Sands of Time,90755643,335055643,NA,200000000,May 28 2010,PG-13,103,Walt Disney Pictures,Based on Game,Action,Fantasy,Mike Newell,NA,NA,NA,Action
The Prestige,53089891,107896006,45394364,40000000,Oct 20 2006,PG-13,131,Walt Disney Pictures,Based on Book/Short Story,Thriller/Suspense,Historical Fiction,Christopher Nolan,75,8.4,207322,Thriller/Suspense
The Party's Over,0,0,NA,1000000,Oct 24 2003,NA,NA,Film Movement,NA,NA,NA,NA,NA,NA,NA,Other
The Postman,17650704,17650704,NA,80000000,Dec 25 1997,R,177,Warner Bros.,Based on Book/Short Story,Action,Science Fiction,Kevin Costner,10,5.5,24045,Action
Psycho Beach Party,267972,267972,NA,4000000,Aug 04 2000,Not Rated,NA,NA,NA,Comedy,NA,NA,55,6,3085,Comedy
Psycho,21541218,37226218,NA,20000000,Dec 04 1998,R,100,Universal,Remake,Horror,Contemporary Fiction,Gus Van Sant,35,4.5,19769,Horror
The Patriot,113330342,215300000,NA,110000000,Jun 28 2000,R,165,Sony Pictures,Original Screenplay,Drama,Historical Fiction,Roland Emmerich,62,6.9,78302,Drama
Public Enemies,97104620,210379983,35026854,102500000,Jul 01 2009,R,NA,Universal,Based on Book/Short Story,Drama,Dramatization,Michael Mann,68,7.1,71323,Drama
The Powerpuff Girls,11411644,16425701,NA,25000000,Jul 03 2002,PG,NA,Warner Bros.,Based on TV,Adventure,Super Hero,NA,NA,5.9,3234,Adventure
Pulse,20264436,29771485,NA,7500000,Aug 11 2006,R,NA,Weinstein/Dimension,Remake,Horror,Contemporary Fiction,NA,11,5,846,Horror
Punch-Drunk Love,17791031,24591031,NA,25000000,Oct 11 2002,R,NA,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Paul Thomas Anderson,79,7.4,49786,Comedy
Punisher: War Zone,8050977,8199130,10872355,35000000,Dec 05 2008,R,101,Lionsgate,Based on Comic/Graphic Novel,Action,Super Hero,NA,26,6.1,20865,Action
Push,31811527,44411527,16118548,38000000,Feb 06 2009,PG-13,111,Summit Entertainment,Original Screenplay,Thriller/Suspense,Science Fiction,NA,23,6,26623,Thriller/Suspense
Pushing Tin,8408835,8408835,NA,33000000,Apr 23 1999,R,NA,20th Century Fox,Based on Magazine Article,Comedy,Contemporary Fiction,Mike Newell,49,5.9,16160,Comedy
The Painted Veil,8060487,15118795,7574035,19400000,Dec 20 2006,PG-13,125,Warner Independent,Based on Book/Short Story,Drama,Historical Fiction,NA,74,7.6,26331,Drama
Pay it Forward,33508922,33508922,NA,40000000,Oct 20 2000,PG-13,123,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Mimi Leder,40,6.8,36762,Drama
Queen of the Damned,30307804,30307804,NA,35000000,Feb 22 2002,R,101,Warner Bros.,Based on Book/Short Story,Horror,Fantasy,NA,17,4.7,20268,Horror
The Quiet American,12987647,12987647,NA,20000000,Nov 22 2002,R,NA,Miramax,Based on Book/Short Story,Drama,Historical Fiction,Phillip Noyce,87,7.2,14285,Drama
All the Queen's Men,22723,22723,NA,15000000,Oct 25 2002,PG-13,NA,Strand,Original Screenplay,Comedy,NA,NA,NA,3.5,1591,Comedy
Quarantine,31691811,36091811,13657408,12000000,Oct 10 2008,R,NA,Sony/Screen Gems,Original Screenplay,Horror,Contemporary Fiction,John Erick Dowdle,58,6.1,21939,Horror
The Queen,56441711,122840603,29161789,15000000,Sep 30 2006,PG-13,103,Miramax,Based on Real Life Events,Drama,Dramatization,Stephen Frears,97,7.6,34785,Drama
Quest for Camelot,22772500,38172500,NA,40000000,May 15 1998,G,85,Warner Bros.,Based on Book/Short Story,Adventure,Kids Fiction,NA,33,5,3053,Adventure
The Quiet,381420,381420,NA,900000,Aug 25 2006,R,NA,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,NA,NA,6.5,7689,Drama
Quinceanera,1692693,2522787,NA,400000,Aug 02 2006,R,NA,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,NA,NA,7.1,2577,Drama
Rabbit-Proof Fence,6199600,16199600,NA,7000000,Nov 29 2002,PG,NA,Miramax,Based on Book/Short Story,Drama,Historical Fiction,Phillip Noyce,87,7.6,13241,Drama
Radio,52333738,53293628,NA,35000000,Oct 24 2003,PG,109,Sony Pictures,Based on Real Life Events,Drama,Dramatization,NA,35,6.9,12070,Drama
The Rainmaker,45916769,45916769,NA,40000000,Nov 21 1997,PG-13,135,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Francis Ford Coppola,84,6.9,20514,Drama
Rambo,42754105,116754105,38751777,47500000,Jan 25 2008,R,NA,Lionsgate,Based on Book/Short Story,Action,Contemporary Fiction,Sylvester Stallone,NA,7.3,82600,Action
Random Hearts,31054924,63200000,NA,64000000,Oct 08 1999,R,133,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Sydney Pollack,15,4.8,11100,Drama
Rugrats in Paris,76501438,103284813,NA,30000000,Nov 17 2000,G,79,Paramount Pictures,Based on TV,Adventure,Kids Fiction,NA,NA,NA,NA,Adventure
Rugrats Go Wild,39402572,55443032,NA,25000000,Jun 13 2003,PG,84,Paramount Pictures,Based on TV,Adventure,Kids Fiction,NA,40,5,1847,Adventure
Ratatouille,206445654,620495432,189134287,150000000,Jun 29 2007,G,111,Walt Disney Pictures,Original Screenplay,Comedy,Fantasy,Brad Bird,96,8.1,131929,Comedy
Ray,75305995,125305995,NA,40000000,Oct 29 2004,PG-13,152,Universal,Based on Real Life Events,Drama,Dramatization,Taylor Hackford,81,NA,NA,Drama
BloodRayne,2405420,2405420,10828222,25000000,Jan 06 2006,R,NA,Romar,Based on Game,Action,Fantasy,Uwe Boll,4,2.7,20137,Action
Rollerball,18990542,25852508,NA,70000000,Feb 08 2002,PG-13,NA,MGM,Remake,Action,Science Fiction,John McTiernan,3,2.8,13827,Action
Robin Hood,105269730,310885538,NA,210000000,May 14 2010,PG-13,140,Universal,Traditional/Legend/Fairytale,Action,Historical Fiction,Ridley Scott,43,6.9,34501,Action
Robots,128200012,260700012,NA,80000000,Mar 11 2005,PG,89,20th Century Fox,Original Screenplay,Adventure,Kids Fiction,Chris Wedge,64,6.4,27361,Adventure
A Room for Romeo Brass,20097,20097,NA,5250000,Oct 27 2000,R,NA,NA,NA,NA,NA,Shane Meadows,NA,7.6,2393,Other
Runaway Bride,152257509,308007919,NA,70000000,Jul 30 1999,PG,116,Paramount Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Garry Marshall,45,5.2,28497,Romantic Comedy
Racing Stripes,49772522,93772522,NA,30000000,Jan 14 2005,PG,110,Warner Bros.,Original Screenplay,Comedy,Kids Fiction,NA,35,5.2,5086,Comedy
Rocky Balboa,70269899,155720088,34669384,24000000,Dec 20 2006,PG,102,MGM,NA,Drama,Contemporary Fiction,Sylvester Stallone,76,7.4,63717,Drama
The Road to El Dorado,50802661,65700000,NA,95000000,Mar 31 2000,PG,90,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,David Silverman,49,6.4,8876,Adventure
Riding Giants,2276368,3216111,NA,2600000,Jul 09 2004,PG-13,NA,Sony Pictures,Based on Real Life Events,Documentary,Factual,NA,93,7.7,2193,Other
Red Dragon,92955420,206455420,NA,78000000,Oct 04 2002,R,125,Universal,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Brett Ratner,68,7.3,66386,Thriller/Suspense
The Reader,34192652,106107610,12359754,33000000,Dec 10 2008,R,123,Weinstein Co.,Based on Book/Short Story,Drama,Contemporary Fiction,Stephen Daldry,61,7.7,46984,Drama
The Reaping,25126214,62226214,19812272,40000000,Apr 05 2007,R,100,Warner Bros.,Original Screenplay,Horror,Fantasy,Stephen Hopkins,8,5.6,19881,Horror
Rebound,16809014,17492014,NA,45000000,Jul 01 2005,PG,NA,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Steve Carr,14,4.7,4485,Comedy
Recess: School's Out,36696761,44451470,NA,10000000,Feb 16 2001,G,83,Walt Disney Pictures,Based on TV,Comedy,Kids Fiction,NA,62,6.2,2176,Comedy
Redacted,65388,65388,NA,5000000,Nov 16 2007,R,90,Magnolia Pictures,Based on Real Life Events,Drama,Dramatization,Brian De Palma,44,6.1,5759,Drama
Red-Eye,57891803,95891803,NA,26000000,Aug 19 2005,PG-13,85,Dreamworks SKG,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Wes Craven,NA,6.5,42489,Thriller/Suspense
Reign Over Me,19661987,20081987,16021076,20000000,Mar 23 2007,R,128,Sony Pictures,Original Screenplay,Drama,Historical Fiction,Mike Binder,63,7.7,39234,Drama
The Relic,33956608,33956608,NA,60000000,Jan 10 1997,R,110,Paramount Pictures,Based on Book/Short Story,Horror,Science Fiction,Peter Hyams,32,5.4,10249,Horror
Religulous,13011160,13136074,7486708,2500000,Oct 01 2008,R,101,Lionsgate,Based on Real Life Events,Documentary,Factual,Larry Charles,69,7.8,23094,Other
Remember Me,19068240,55343435,9952465,16000000,Mar 12 2010,PG-13,NA,Summit Entertainment,NA,Drama,Contemporary Fiction,NA,28,7,16319,Drama
"Remember Me, My Love",223878,223878,NA,6700000,Sep 03 2004,Not Rated,NA,IDP Distribution,Original Screenplay,Comedy,NA,Gabriele Muccino,NA,7,16319,Comedy
Rent,29077547,31670620,31412380,40000000,Nov 23 2005,PG-13,NA,Sony Pictures,Based on Musical/Opera,Musical,Historical Fiction,Chris Columbus,47,6.9,22605,Musical
The Replacements,44737059,50054511,NA,50000000,Aug 11 2000,PG-13,118,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Howard Deutch,39,6.2,21542,Comedy
The Replacement Killers,19035741,19035741,NA,30000000,Feb 06 1998,R,86,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Antoine Fuqua,39,5.9,13905,Action
Resident Evil: Apocalypse,50740078,128940078,NA,50000000,Sep 10 2004,R,94,Sony Pictures,Based on Game,Horror,Science Fiction,NA,NA,5.8,52753,Horror
Resident Evil: Extinction,50648679,146162920,34217549,45000000,Sep 21 2007,R,95,Sony/Screen Gems,Based on Game,Action,Science Fiction,Russell Mulcahy,22,6.2,49502,Action
Resident Evil: Afterlife 3D,46368993,149568993,NA,57500000,Sep 10 2010,R,NA,Sony/Screen Gems,Based on Game,Horror,Science Fiction,Paul Anderson,NA,NA,NA,Horror
Resident Evil,40119709,103787401,NA,35000000,Mar 15 2002,R,100,Sony Pictures,Based on Game,Horror,Science Fiction,Paul Anderson,34,6.4,68342,Horror
Return to Me,32662299,32662299,NA,24000000,Apr 07 2000,PG,116,MGM,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,61,6.6,9565,Romantic Comedy
Revolutionary Road,22911480,76989671,7642600,35000000,Dec 26 2008,R,NA,Paramount Vantage,Based on Book/Short Story,Drama,Historical Fiction,Sam Mendes,68,7.6,45887,Drama
Be Kind Rewind,11175164,28505302,5162454,20000000,Feb 22 2008,PG-13,NA,New Line,Original Screenplay,Comedy,Contemporary Fiction,Michel Gondry,65,6.6,42470,Comedy
Reign of Fire,43061982,82150183,NA,60000000,Feb 19 2002,PG-13,102,Walt Disney Pictures,Original Screenplay,Action,Fantasy,NA,40,5.9,38414,Action
Reindeer Games,23360779,23360779,NA,36000000,Feb 25 2000,R,104,Miramax,Original Screenplay,Action,Contemporary Fiction,John Frankenheimer,NA,5.5,16822,Action
Rachel Getting Married,12796277,13326280,6635346,12000000,Oct 03 2008,R,111,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,Jonathan Demme,86,6.9,20451,Drama
The Rugrats Movie,100494685,140894685,NA,28000000,Nov 20 1998,G,79,Paramount Pictures,Based on TV,Adventure,Kids Fiction,NA,57,5.4,4857,Adventure
Riding in Cars with Boys,29781453,29781453,NA,47000000,Oct 19 2001,PG-13,131,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Penny Marshall,48,6.2,11895,Drama
Ride With the Devil,630779,630779,NA,35000000,Nov 24 1999,R,NA,USA Films,Based on Book/Short Story,Western,Historical Fiction,Ang Lee,63,6.4,1873,Other
The Ring Two,75941727,161941727,NA,50000000,Mar 18 2005,PG-13,111,Dreamworks SKG,Remake,Horror,Contemporary Fiction,NA,20,5.1,28408,Horror
Rize,3278611,4462763,NA,700000,Jun 24 2005,PG-13,NA,Lionsgate,Based on Real Life Events,Documentary,Factual,NA,NA,6.8,2052,Other
The Adventures of Rocky & Bullwinkle,26000610,35129610,NA,76000000,Jun 30 2000,PG,91,Universal,Based on TV,Comedy,Kids Fiction,NA,42,4.1,10320,Comedy
All the Real Girls,549666,703020,NA,1000000,Feb 14 2003,R,NA,Sony Pictures Classics,Original Screenplay,Drama,NA,David Gordon Green,71,7.1,5632,Drama
Real Women Have Curves,5853194,5853194,NA,3000000,Oct 18 2002,PG-13,NA,Newmarket Films,Based on Play,Comedy,Contemporary Fiction,NA,83,7,4396,Comedy
Son of Rambow: A Home Movie,1785505,10573083,NA,2000000,May 02 2008,PG-13,NA,Paramount Vantage,Original Screenplay,Comedy,Historical Fiction,NA,NA,NA,NA,Comedy
Romance and Cigarettes,551002,3231251,NA,11000000,Sep 07 2007,R,NA,Borotoro,Original Screenplay,Comedy,Contemporary Fiction,John Turturro,NA,6.2,5362,Comedy
Reno 911!: Miami,20342161,20342161,16323972,10000000,Feb 23 2007,R,81,20th Century Fox,Based on TV,Comedy,Contemporary Fiction,NA,35,5.8,15684,Comedy
Rounders,22921898,22921898,NA,12000000,Sep 11 1998,R,120,Miramax,Original Screenplay,Drama,Contemporary Fiction,John Dahl,64,7.3,45439,Drama
Rendition,9736045,20437142,6007008,27500000,Oct 19 2007,R,121,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Gavin Hood,46,6.9,23223,Thriller/Suspense
The Rocker,6409528,8767338,7970409,15000000,Aug 20 2008,PG-13,102,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Peter Cattaneo,40,6.3,11859,Comedy
Rock Star,16991902,19317765,NA,38000000,Sep 07 2001,R,NA,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,Stephen Herek,52,5.8,15806,Drama
The Rookie,75600072,80693537,NA,22000000,Mar 29 2002,G,128,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,NA,82,5.5,8453,Drama
Roll Bounce,17380866,17500866,NA,10000000,Sep 23 2005,PG-13,NA,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,Malcolm D. Lee,64,5,3167,Comedy
Romeo Must Die,55973336,91036760,NA,25000000,Mar 22 2000,R,114,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Andrzej Bartkowiak,33,5.9,25309,Action
Ronin,41610884,41610884,NA,55000000,Sep 25 1998,R,121,MGM,Original Screenplay,Action,Contemporary Fiction,John Frankenheimer,68,7.2,57484,Action
The Ballad of Jack and Rose,712294,712294,NA,1500000,Mar 25 2005,R,NA,IFC Films,Original Screenplay,Drama,NA,NA,NA,6.8,5223,Drama
Red Planet,17480890,33463969,NA,80000000,Nov 10 2000,PG-13,NA,Warner Bros.,Original Screenplay,Action,Science Fiction,NA,12,5.3,20989,Action
Requiem for a Dream,3635482,7390108,NA,4500000,Oct 06 2000,Open,NA,Artisan,Based on Book/Short Story,Drama,Contemporary Fiction,Darren Aronofsky,78,8.5,185226,Drama
Rat Race,56607223,86607223,NA,48000000,Aug 17 2001,PG-13,112,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Jerry Zucker,43,6.4,40087,Comedy
Rescue Dawn,5490423,7037886,24745520,10000000,Jul 04 2007,PG-13,125,MGM,Based on Real Life Events,Action,Historical Fiction,Werner Herzog,NA,7.5,37764,Action
The Real Cancun,3816594,3816594,NA,4000000,Apr 25 2003,R,NA,New Line,Based on TV,Documentary,Factual,NA,35,2.3,3211,Other
Restless,0,0,NA,15000000,Jan 28 2011,NA,NA,Sony Pictures,NA,NA,NA,NA,NA,6.7,300,Other
Remember the Titans,115654751,136706683,NA,30000000,Sep 29 2000,PG,113,Walt Disney Pictures,Based on Real Life Events,Drama,Contemporary Fiction,Boaz Yakin,72,7.5,49844,Drama
Righteous Kill,40081410,76781410,16209689,60000000,Sep 12 2008,R,100,Overture Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Jon Avnet,20,6,34641,Thriller/Suspense
Road Trip,68525609,119739110,NA,16000000,May 19 2000,R,94,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Todd Phillips,59,6.4,44702,Comedy
The Ruins,17432844,22177122,10610865,25000000,Apr 04 2008,R,NA,Paramount Pictures,Based on Book/Short Story,Horror,Contemporary Fiction,NA,47,6,23752,Horror
Rules of Engagement,61322858,71719931,NA,60000000,Apr 07 2000,R,127,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,William Friedkin,37,6.2,18462,Thriller/Suspense
The Rundown,47641743,80831893,NA,85000000,Sep 26 2003,PG-13,104,Universal,Original Screenplay,Action,Contemporary Fiction,Peter Berg,NA,6.6,30855,Action
